69000, 728752, 2, 0, 1
48500, 728977, 1, 0, 2
102000, 729008, 1, 0, 1
300000, 728798, 1, 0, 1
47551, 729008, 1, 0, 1
67000, 728714, 1, 0, 1
114950, 728810, 1, 0, 1
71950, 728959, 1, 0, 2
57000, 728679, 2, 0, 1
57500, 728871, 4, 0, 2
35950, 728857, 4, 0, 2
47000, 728812, 4, 0, 2
46600, 728777, 2, 0, 2
48750, 728749, 3, 0, 1
80000, 728854, 1, 0, 1
37000, 728903, 2, 0, 1
158000, 728777, 1, 0, 1
26500, 728718, 3, 0, 1
68500, 728791, 2, 0, 1
31000, 729004, 3, 0, 1
59995, 728788, 4, 0, 2
35250, 728686, 3, 0, 1
92250, 728825, 1, 0, 1
634340, 728900, 1, 0, 1
40950, 729008, 2, 0, 1
70000, 728686, 3, 0, 1
84950, 728994, 1, 0, 1
59995, 728741, 3, 0, 1
39750, 728931, 3, 0, 1
39500, 728993, 2, 0, 1
59950, 728860, 1, 0, 1
28000, 728714, 2, 0, 1
73000, 728822, 1, 0, 1
14000, 728796, 3, 0, 2
40500, 728690, 2, 0, 1
23750, 728805, 3, 0, 1
37950, 728994, 3, 0, 1
64500, 728987, 1, 0, 1
40500, 728910, 2, 0, 1
73500, 728791, 1, 0, 1
47000, 728959, 3, 0, 1
41000, 728966, 4, 0, 2
80000, 728952, 3, 0, 1
86500, 728840, 1, 0, 1
119950, 728784, 1, 0, 1
103950, 728733, 1, 0, 1
67950, 728712, 2, 0, 1
63000, 728745, 3, 0, 1
52000, 728959, 1, 0, 1
83200, 728938, 4, 1, 2
58500, 728850, 2, 0, 1
100000, 728679, 1, 0, 1
115000, 728707, 2, 0, 1
21000, 728805, 3, 0, 2
20000, 728948, 3, 0, 1
150000, 728987, 1, 0, 1
51000, 728881, 2, 0, 2
111000, 728710, 2, 0, 1
18000, 728742, 3, 0, 1
40000, 728922, 4, 0, 2
110000, 728875, 3, 0, 1
38000, 728836, 2, 0, 1
42000, 728735, 3, 0, 1
34950, 728791, 3, 0, 1
39950, 728777, 2, 0, 1
120000, 728773, 1, 0, 1
67000, 728816, 1, 0, 1
193000, 728965, 1, 0, 1
39000, 728892, 3, 0, 1
22500, 728889, 4, 0, 2
16000, 728994, 4, 0, 2
19000, 729008, 1, 0, 2
20000, 728854, 3, 0, 1
75450, 728749, 1, 0, 1
79995, 728875, 1, 0, 1
50000, 729001, 2, 0, 1
78000, 728749, 1, 0, 1
94000, 728930, 1, 0, 1
47000, 728762, 3, 0, 1
64000, 728801, 1, 0, 1
48000, 728796, 3, 0, 1
46000, 728664, 3, 0, 1
35550, 728959, 4, 0, 2
79000, 728931, 4, 0, 2
225000, 728761, 1, 0, 1
20000, 728864, 3, 0, 1
33000, 728843, 2, 0, 1
62000, 728917, 3, 0, 1
20000, 728893, 2, 0, 1
63000, 728860, 2, 0, 1
180000, 728958, 1, 0, 1
48995, 728959, 2, 0, 1
194000, 728707, 1, 0, 1
60000, 728920, 2, 0, 1
39000, 728693, 3, 0, 1
52000, 728896, 2, 0, 1
188500, 728859, 2, 0, 1
85000, 728754, 1, 0, 1
42500, 728924, 3, 0, 1
51000, 728934, 3, 0, 1
35500, 728803, 4, 0, 2
36950, 728839, 3, 0, 1
33500, 728738, 2, 0, 1
48500, 728777, 2, 0, 2
26000, 728920, 3, 0, 1
39000, 728777, 2, 0, 1
29000, 728791, 3, 0, 1
55000, 728749, 2, 0, 1
49000, 728861, 2, 0, 2
94950, 728777, 1, 0, 1
41450, 728868, 3, 0, 1
66000, 728756, 4, 0, 2
54000, 728875, 3, 0, 1
68000, 728868, 3, 0, 1
9000, 728910, 4, 0, 2
51000, 728896, 2, 0, 1
76950, 728788, 2, 0, 1
113650, 728901, 1, 0, 1
32000, 728777, 3, 0, 1
167000, 728992, 3, 0, 1
26750, 728952, 4, 0, 2
115000, 729014, 1, 0, 1
43000, 728952, 3, 0, 1
64000, 729011, 1, 0, 2
55000, 728805, 2, 0, 2
32000, 728847, 3, 0, 1
49950, 728915, 2, 0, 1
24000, 728717, 3, 0, 1
29000, 728707, 4, 0, 2
35000, 729008, 3, 0, 1
31000, 728902, 4, 0, 2
23000, 728775, 4, 0, 2
110950, 728749, 1, 0, 1
73950, 728872, 2, 0, 1
27000, 728902, 2, 0, 1
280000, 728860, 1, 0, 1
129000, 728663, 1, 0, 1
47000, 728994, 2, 0, 1
47500, 729008, 3, 0, 1
35625, 728930, 3, 0, 1
65500, 729014, 4, 0, 2
72500, 728749, 1, 0, 1
83000, 728840, 1, 0, 1
155000, 728908, 1, 0, 1
28000, 728949, 3, 0, 2
23000, 728934, 2, 0, 1
41000, 728717, 3, 0, 1
82000, 728733, 2, 0, 1
36750, 728742, 2, 0, 1
168000, 728969, 1, 0, 1
45500, 729001, 2, 0, 1
59900, 728916, 2, 0, 1
50000, 728791, 2, 0, 1
39000, 728770, 4, 0, 2
16500, 728987, 2, 0, 1
59000, 728998, 1, 0, 1
55000, 728949, 4, 0, 2
68000, 728889, 1, 0, 1
47000, 728826, 2, 0, 1
45995, 728811, 2, 0, 1
58000, 728840, 2, 0, 1
39000, 728994, 3, 0, 1
39950, 728896, 3, 0, 1
79950, 728868, 1, 0, 1
95000, 728707, 1, 0, 1
30000, 728748, 2, 0, 1
67500, 728959, 2, 0, 2
67000, 728959, 1, 0, 1
30000, 728945, 2, 0, 2
57950, 728831, 2, 0, 1
95500, 728889, 1, 0, 1
55000, 728777, 2, 0, 1
45500, 728945, 4, 0, 2
120000, 728964, 1, 0, 1
87500, 728819, 2, 0, 1
59000, 728963, 1, 0, 1
61995, 728840, 3, 0, 1
31000, 728810, 2, 0, 1
157000, 728679, 4, 1, 2
55000, 729006, 2, 0, 1
38500, 728840, 3, 0, 1
129950, 729001, 4, 1, 2
45500, 729014, 3, 0, 1
60000, 728665, 2, 0, 1
65000, 728707, 3, 0, 1
33000, 728847, 3, 0, 2
43000, 728917, 1, 0, 1
1550000, 728679, 3, 0, 1
46900, 728952, 2, 0, 1
10000, 728882, 3, 0, 1
110000, 728928, 4, 0, 2
28950, 728784, 3, 0, 2
21500, 729001, 3, 0, 1
47000, 728991, 2, 0, 1
49950, 728805, 3, 0, 1
63000, 728924, 1, 0, 1
36000, 728896, 2, 0, 2
65000, 728976, 4, 0, 2
66000, 728824, 4, 0, 2
42500, 728910, 2, 0, 1
92000, 728872, 1, 0, 1
81000, 728662, 1, 0, 1
175000, 728840, 3, 0, 2
38000, 728747, 3, 0, 2
27500, 728686, 3, 0, 1
57000, 728837, 3, 0, 1
110000, 728665, 4, 1, 2
30000, 728707, 2, 0, 1
62000, 728887, 4, 1, 2
287000, 728668, 1, 0, 1
57500, 728992, 2, 0, 1
57500, 728777, 2, 0, 1
24500, 728985, 3, 0, 1
78500, 728935, 4, 0, 2
63500, 728664, 1, 0, 2
49500, 729013, 2, 0, 1
110000, 728714, 1, 0, 2
69000, 728777, 4, 1, 2
20280, 728682, 2, 0, 1
32500, 728762, 3, 0, 1
44500, 728952, 2, 0, 1
73000, 728788, 4, 0, 2
53000, 728670, 2, 0, 1
74500, 728963, 2, 0, 1
57000, 728749, 3, 0, 2
85950, 728826, 1, 0, 2
38000, 728686, 4, 0, 2
29000, 728810, 1, 0, 2
88500, 728847, 4, 1, 2
17750, 728924, 4, 0, 2
59950, 728707, 4, 0, 2
74000, 728910, 1, 0, 1
60000, 728783, 2, 0, 2
47500, 728773, 3, 0, 2
65000, 728735, 4, 1, 2
64000, 728896, 4, 0, 2
42950, 728749, 3, 0, 2
16000, 728795, 4, 0, 2
76750, 729014, 1, 0, 1
61500, 728724, 4, 0, 2
272500, 728777, 3, 0, 1
60000, 728978, 3, 0, 1
48000, 728840, 3, 0, 1
15500, 728697, 3, 0, 2
44850, 728866, 3, 0, 2
26000, 728665, 1, 0, 1
88000, 728676, 4, 1, 2
33500, 728784, 2, 0, 2
44000, 728798, 4, 0, 2
64800, 728987, 4, 0, 2
22500, 728773, 3, 0, 1
45950, 729014, 2, 0, 2
153000, 728664, 4, 1, 2
63000, 728707, 1, 0, 1
66450, 728840, 2, 0, 2
94000, 728762, 4, 1, 2
49450, 728910, 2, 0, 2
49000, 728986, 4, 0, 2
30000, 728896, 4, 0, 2
33950, 729015, 4, 0, 2
32000, 728762, 2, 0, 2
310000, 728761, 3, 1, 2
53950, 728931, 2, 0, 2
44500, 728966, 2, 0, 2
22500, 728745, 3, 0, 2
67500, 728843, 4, 0, 2
18500, 728710, 4, 0, 2
50500, 728920, 2, 0, 2
37000, 728837, 4, 0, 2
51000, 728831, 2, 0, 2
92000, 729005, 4, 0, 2
22500, 729001, 4, 0, 2
26500, 729000, 4, 0, 2
63000, 728777, 4, 0, 2
38750, 728756, 4, 0, 1
67500, 728805, 2, 0, 2
79950, 728714, 1, 0, 1
37000, 728837, 4, 0, 2
110000, 728938, 1, 0, 2
10200, 728798, 3, 0, 2
89950, 728959, 1, 0, 2
45000, 728672, 3, 0, 2
55000, 728690, 1, 0, 2
88000, 728871, 4, 0, 2
52000, 728833, 2, 0, 2
502000, 729015, 4, 1, 2
79000, 728780, 3, 0, 2
100000, 728973, 1, 0, 2
39950, 728875, 4, 0, 2
69000, 728987, 4, 1, 2
28000, 728777, 4, 0, 2
29000, 728676, 4, 0, 2
58000, 728678, 4, 1, 2
30300, 728691, 4, 0, 2
645000, 728860, 4, 1, 2
60000, 728728, 2, 0, 2
45247, 728994, 3, 0, 2
50000, 728987, 2, 0, 2
240000, 728809, 4, 1, 2
110000, 728780, 4, 1, 2
15000, 728889, 3, 0, 2
48450, 728819, 4, 0, 2
46000, 728896, 3, 0, 2
60000, 728728, 2, 0, 2
66500, 728728, 2, 0, 2
35000, 728994, 4, 0, 1
42000, 728880, 2, 0, 2
60000, 729008, 2, 0, 2
60000, 728749, 2, 0, 2
16929, 728710, 4, 0, 2
40000, 728924, 3, 0, 2
96000, 728937, 2, 0, 2
57950, 728924, 2, 0, 2
82500, 728845, 4, 0, 2
28000, 728749, 3, 0, 2
47000, 728973, 2, 0, 2
23000, 729008, 3, 0, 2
36500, 728700, 2, 0, 2
62000, 728819, 1, 0, 2
72000, 729011, 2, 0, 2
40000, 728718, 4, 0, 2
67500, 728819, 4, 1, 2
43500, 728958, 4, 0, 1
55245, 728752, 2, 0, 2
48000, 728679, 1, 0, 2
16000, 728769, 3, 0, 2
40000, 728728, 4, 0, 2
57000, 728742, 4, 0, 2
59000, 728745, 4, 0, 2
31000, 728707, 3, 0, 2
400000, 729015, 4, 1, 2
48000, 728700, 3, 0, 2
67000, 728868, 4, 1, 2
290000, 728804, 4, 1, 2
44250, 728931, 2, 0, 2
46500, 728662, 4, 0, 2
200000, 728742, 4, 1, 2
145000, 728952, 1, 0, 2
41000, 728690, 3, 0, 2
54000, 728810, 2, 0, 2
44000, 728718, 2, 0, 2
79950, 729006, 1, 0, 2
34000, 728739, 4, 0, 1
32000, 728781, 3, 0, 2
62000, 728976, 4, 1, 2
6000, 729014, 3, 0, 2
68000, 728850, 2, 0, 2
59995, 728753, 4, 1, 2
18000, 728917, 3, 0, 2
75000, 728706, 4, 1, 2
44000, 728955, 2, 0, 2
32000, 728956, 3, 0, 2
60000, 728990, 2, 0, 2
105000, 728952, 4, 1, 2
49150, 728833, 2, 0, 2
49000, 728980, 3, 0, 2
30000, 728973, 3, 0, 2
52000, 728889, 2, 0, 2
87500, 728795, 4, 1, 2
51500, 728868, 2, 0, 2
52000, 728742, 4, 0, 2
43250, 728868, 2, 0, 2
45950, 728944, 1, 0, 2
101000, 728952, 4, 1, 2
42500, 728840, 3, 0, 2
190000, 728886, 4, 1, 2
21000, 728944, 4, 0, 1
62000, 728931, 4, 0, 1
47500, 728840, 2, 0, 2
21000, 728780, 3, 0, 2
42000, 728966, 2, 0, 2
45000, 728679, 4, 0, 2
58000, 728938, 2, 0, 2
32000, 729008, 2, 0, 2
45000, 728719, 3, 0, 2
135000, 728987, 4, 1, 2
48000, 728902, 3, 0, 2
22500, 728896, 3, 0, 2
19500, 728840, 4, 0, 1
36000, 728894, 2, 0, 2
96000, 728964, 4, 0, 1
38500, 728889, 3, 0, 2
14000, 728854, 3, 0, 2
64450, 728671, 2, 0, 2
75950, 729008, 1, 0, 2
42000, 728770, 3, 0, 2
52000, 729008, 2, 0, 2
332000, 728951, 4, 1, 2
19000, 729008, 3, 0, 2
81500, 728777, 4, 1, 2
53000, 729007, 4, 1, 2
126500, 728997, 4, 1, 2
97000, 728952, 4, 1, 2
58000, 728840, 4, 1, 2
40000, 728853, 3, 0, 2
79950, 728707, 2, 0, 2
21000, 728690, 3, 0, 2
46000, 728805, 1, 0, 2
100000, 728816, 4, 1, 2
81000, 728920, 3, 0, 2
30000, 728698, 4, 0, 1
53500, 728825, 1, 0, 2
17500, 728864, 3, 0, 2
175000, 728675, 2, 0, 2
30000, 728718, 4, 0, 1
39000, 728749, 2, 0, 2
105000, 728978, 4, 1, 2
42500, 728991, 3, 0, 2
10250, 729011, 3, 0, 2
54950, 728773, 2, 0, 2
106000, 728909, 4, 1, 2
60000, 728910, 4, 1, 2
45000, 728719, 3, 0, 2
115000, 728777, 1, 0, 2
75500, 728861, 4, 1, 2
133636, 728973, 4, 1, 2
46500, 728931, 3, 0, 2
153500, 728881, 4, 1, 2
48500, 728999, 1, 0, 2
40000, 728700, 2, 0, 2
66750, 728840, 1, 0, 2
190000, 728812, 4, 1, 2
44500, 728931, 3, 0, 2
69995, 728831, 1, 0, 2
25000, 728907, 4, 0, 1
83000, 728682, 4, 0, 1
111000, 728809, 4, 1, 2
350000, 728717, 4, 0, 1
71500, 728805, 4, 1, 2
72750, 728749, 1, 0, 2
18000, 729001, 3, 0, 2
29000, 728973, 3, 0, 2
115000, 728970, 1, 0, 2
10000, 728689, 3, 0, 2
97000, 728707, 4, 1, 2
82950, 728777, 1, 0, 2
75750, 728684, 1, 0, 2
87000, 728885, 4, 0, 1
147000, 728840, 4, 1, 2
88000, 728910, 4, 1, 2
74000, 729271, 2, 0, 1
39600, 729225, 2, 0, 1
78500, 729207, 1, 0, 1
99950, 729082, 1, 0, 1
53000, 729323, 2, 0, 1
64000, 729237, 2, 0, 2
37950, 729204, 3, 0, 1
25925, 729284, 2, 0, 1
77000, 729246, 3, 0, 1
55000, 729323, 2, 0, 1
48000, 729237, 3, 0, 1
55000, 729055, 3, 0, 2
69000, 729358, 1, 0, 1
31500, 729204, 4, 0, 2
48000, 729232, 3, 0, 1
46000, 729204, 2, 0, 1
142000, 729288, 1, 0, 1
50000, 729200, 2, 0, 1
26950, 729043, 3, 0, 1
109000, 729085, 1, 0, 1
42000, 729102, 2, 0, 1
233995, 729382, 1, 0, 1
41650, 729237, 2, 0, 2
38000, 729182, 2, 0, 1
64000, 729265, 3, 0, 1
89000, 729119, 2, 0, 1
32000, 729295, 4, 0, 2
42500, 729141, 3, 0, 1
49995, 729323, 2, 0, 1
59950, 729253, 1, 0, 1
60000, 729218, 3, 0, 1
18000, 729253, 4, 0, 1
39995, 729348, 3, 0, 1
76950, 729280, 1, 0, 1
49995, 729267, 3, 0, 1
60000, 729127, 3, 0, 1
67500, 729092, 1, 0, 1
71000, 729379, 2, 0, 1
90000, 729225, 1, 0, 1
51000, 729377, 2, 0, 1
28000, 729127, 3, 0, 1
70000, 729295, 4, 1, 2
56000, 729378, 3, 0, 1
79950, 729256, 2, 0, 1
53500, 729357, 2, 0, 1
25500, 729274, 3, 0, 1
54000, 729335, 2, 0, 1
85995, 729309, 1, 0, 1
160000, 729238, 3, 0, 1
124500, 729370, 1, 0, 1
34000, 729141, 3, 0, 1
46500, 729260, 2, 0, 1
82500, 729084, 1, 0, 1
49000, 729190, 4, 0, 2
50000, 729309, 2, 0, 1
23600, 729358, 3, 0, 1
50000, 729372, 4, 0, 2
72000, 729286, 2, 0, 1
325000, 729064, 1, 0, 1
7000, 729125, 2, 0, 1
133000, 729274, 1, 0, 1
54000, 729141, 2, 0, 1
58000, 729186, 2, 0, 2
58500, 729106, 2, 0, 1
38000, 729204, 2, 0, 1
54950, 729084, 3, 0, 1
39950, 729176, 2, 0, 1
59995, 729113, 3, 0, 1
35000, 729308, 4, 0, 2
92500, 729148, 2, 0, 1
44000, 729133, 2, 0, 1
54250, 729190, 3, 0, 1
800000, 729329, 1, 0, 1
102000, 729251, 2, 0, 1
9000, 729034, 3, 0, 1
232500, 729034, 1, 0, 1
32000, 729251, 3, 0, 2
79995, 729349, 1, 0, 1
48000, 729099, 3, 0, 1
12000, 729106, 3, 0, 1
81995, 729154, 4, 0, 2
26000, 729153, 3, 0, 2
12500, 729188, 3, 0, 1
31000, 729291, 3, 0, 1
18000, 729113, 3, 0, 1
18680, 729354, 3, 0, 1
24000, 729323, 2, 0, 1
59950, 729246, 2, 0, 1
22000, 729321, 3, 0, 1
160000, 729126, 1, 0, 1
88500, 729188, 2, 0, 1
56000, 729372, 2, 0, 1
30000, 729357, 3, 0, 1
66000, 729337, 1, 0, 1
95000, 729365, 1, 0, 1
